,Game,Platform,Year_of_Release,Genre,Publisher,Critic_Score,User_Score,Developer,ESRB Rating,Composer,Composer Birthday,Composer Rank,Composer Rating,VGMDB Soundtrack Rating,VGMDB Soundtrack Popularity,mp3 Downloads Rank
718,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games America, Namco Bandai Games,Go Shiina,1974-05-16,5252.0,4.17,3.79,0.14,351.0
719,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games America, Namco Bandai Games,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,3.79,0.14,351.0
720,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games America, Namco Bandai Games,Masaharu Iwata,1966-10-26,6417.0,4.1,3.79,0.14,351.0
721,Tekken 6,PSP,2009,Fighting,Namco Bandai Games,82.0,8.2,Namco Bandai Games America, Namco Bandai Games,Shinji Hosoe,1967-02-28,8140.0,3.97,3.79,0.14,351.0
722,Sonic And The Secret Rings,Wii,2007,Platform,Sega,69.0,6.6,Sonic Team,E,Jun Chikuma,,,,4.06,0.0718,301.0
723,Mario Party,N64,1998,Misc,Nintendo,,,,,Koji Kondo,1961-08-13,7399.0,4.03,,,343.0
724,Mario Party,N64,1998,Misc,Nintendo,,,,,Mahito Yokota,,4161.0,4.23,,,343.0
725,Mario Party,N64,1998,Misc,Nintendo,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,,,343.0
726,Final Fantasy Xiii-2,PS3,2011,Role-Playing,Square Enix,79.0,6.6,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.42,0.1444,
727,Final Fantasy Xiii-2,PS3,2011,Role-Playing,Square Enix,79.0,6.6,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,4.38,0.221,
728,Final Fantasy Xiii-2,PS3,2011,Role-Playing,Square Enix,79.0,6.6,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,4.24,0.3599,
729,Final Fantasy Xiii-2,X360,2011,Role-Playing,Square Enix,79.0,6.3,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,3.42,0.1444,
730,Final Fantasy Xiii-2,X360,2011,Role-Playing,Square Enix,79.0,6.3,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,4.38,0.221,
731,Final Fantasy Xiii-2,X360,2011,Role-Playing,Square Enix,79.0,6.3,Square Enix,T,Naoshi Mizuta,1972-01-24,8403.0,3.94,4.24,0.3599,
732,Streets Of Rage,GEN,1990,Action,Sega,,,,,Takayuki Nakamura,1967-07-19,7630.0,4.01,4.36,0.0224,247.0
733,Streets Of Rage,GEN,1990,Action,Sega,,,,,Takayuki Nakamura,1967-07-19,7630.0,4.01,4.54,0.1127,247.0
734,Streets Of Rage,GEN,1990,Action,Sega,,,,,Yuzo Koshiro,1967-12-12,5913.0,4.13,4.36,0.0224,247.0
735,Streets Of Rage,GEN,1990,Action,Sega,,,,,Yuzo Koshiro,1967-12-12,5913.0,4.13,4.54,0.1127,247.0
736,Pokemon Colosseum,GC,2003,Role-Playing,Nintendo,73.0,8,Genius Sonority Inc.,E,Tsukasa Tawada,,8255.0,3.96,,,583.0
737,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.34,0.0562,
738,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.7,0.0744,
739,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.45,0.0955,
740,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.77,0.1085,
741,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.74,0.1202,
742,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.8,0.2107,
743,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.17,0.3381,
744,Final Fantasy V,SNES,1992,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.22,0.5049,
745,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.34,0.0562,
746,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.7,0.0744,
747,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.45,0.0955,
748,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.77,0.1085,
749,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.74,0.1202,
750,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.8,0.2107,
751,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.17,0.3381,
752,Final Fantasy V,PS,1998,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.22,0.5049,
753,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,83.0,8.2,SquareSoft,T,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.57,0.5684,
754,Final Fantasy Tactics,PS,1997,Role-Playing,SquareSoft,83.0,8.2,SquareSoft,T,Masaharu Iwata,1966-10-26,6417.0,4.1,4.57,0.5684,
755,Half-life 2,PC,2004,Shooter,Vivendi Games,96.0,9.1,Valve Software,M,Mike Morasky,,6278.0,4.11,,,151.0
756,Half-life 2,XB,2005,Shooter,Electronic Arts,90.0,8.6,Valve Software,M,Mike Morasky,,6278.0,4.11,,,151.0
757,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.11,0.2419,
758,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.19,0.2637,
759,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,3.58,0.2703,
760,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.17,0.2706,
761,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.65,0.3206,
762,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.54,0.7801,
763,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.11,0.2419,
764,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.19,0.2637,
765,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.58,0.2703,
766,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.17,0.2706,
767,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.65,0.3206,
768,Chrono Trigger,SNES,1995,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.54,0.7801,
769,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.11,0.2419,
770,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.19,0.2637,
771,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,3.58,0.2703,
772,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.17,0.2706,
773,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.65,0.3206,
774,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,4.54,0.7801,
775,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.11,0.2419,
776,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.19,0.2637,
777,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.58,0.2703,
778,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.17,0.2706,
779,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.65,0.3206,
780,Chrono Trigger,DS,2008,Role-Playing,Square Enix,92.0,8.9,TOSE,E10+,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.54,0.7801,
781,Guild Wars 2,PC,2012,Action,NCSoft,90.0,7.9,ArenaNet,T,Jeremy Soule,1975-12-19,9023.0,3.86,4.16,0.0794,
782,Paper Mario: Sticker Star,3DS,2012,Role-Playing,Nintendo,75.0,5.6,Intelligent Systems,E,Taro Kudo,,3388.0,4.27,,,201.0
783,Bioshock 2,X360,2010,Shooter,Take-Two Interactive,88.0,8.2,2K Marin,M,Garry Schyman,,10110.0,3.55,3.46,0.0517,
784,Bioshock 2,PS3,2010,Shooter,Take-Two Interactive,88.0,8.2,2K Marin,M,Garry Schyman,,10110.0,3.55,3.46,0.0517,
785,Bioshock 2,PC,,Shooter,Take-Two Interactive,88.0,8,2K Marin,M,Garry Schyman,,10110.0,3.55,3.46,0.0517,
786,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,87.0,7.8,Square Enix,E,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.12,0.2123,
787,Final Fantasy Tactics Advance,GBA,2003,Role-Playing,SquareSoft,87.0,7.8,Square Enix,E,Hitoshi Sakimoto,1969-02-26,6143.0,4.11,4.11,0.2775,
788,Parasite Eve,PS,1998,Role-Playing,SquareSoft,81.0,8.9,SquareSoft,M,Yoko Shimomura,1967-10-19,6964.0,4.06,3.68,0.1312,329.0
789,Parasite Eve,PS,1998,Role-Playing,SquareSoft,81.0,8.9,SquareSoft,M,Yoko Shimomura,1967-10-19,6964.0,4.06,4.06,0.1403,329.0
790,Parasite Eve,PS,1998,Role-Playing,SquareSoft,81.0,8.9,SquareSoft,M,Yoko Shimomura,1967-10-19,6964.0,4.06,4.44,0.4367,329.0
791,Dead Rising,X360,2006,Action,Capcom,85.0,7.6,Capcom,M,Akari Kaida,1974-01-10,7252.0,4.04,3.83,0.1022,
792,Dead Rising,X360,2006,Action,Capcom,85.0,7.6,Capcom,M,Alph Lyla,,,,3.83,0.1022,
793,Dead Rising,PS4,2016,Action,Capcom,78.0,6.6,Capcom,M,Akari Kaida,1974-01-10,7252.0,4.04,3.83,0.1022,
794,Dead Rising,PS4,2016,Action,Capcom,78.0,6.6,Capcom,M,Alph Lyla,,,,3.83,0.1022,
795,Dead Rising,XOne,2016,Action,Capcom,,8.8,Capcom,M,Akari Kaida,1974-01-10,7252.0,4.04,3.83,0.1022,
796,Dead Rising,XOne,2016,Action,Capcom,,8.8,Capcom,M,Alph Lyla,,,,3.83,0.1022,
797,Portal 2,X360,2011,Shooter,Valve Software,95.0,8.5,Valve Software,E10+,Mike Morasky,,6278.0,4.11,3.95,0.0398,382.0
798,Portal 2,X360,2011,Shooter,Valve Software,95.0,8.5,Valve Software,E10+,Mike Morasky,,6278.0,4.11,3.92,0.0779,382.0
799,Portal 2,PS3,2011,Shooter,Valve,95.0,8.4,Valve Software,E10+,Mike Morasky,,6278.0,4.11,3.95,0.0398,382.0
800,Portal 2,PS3,2011,Shooter,Valve,95.0,8.4,Valve Software,E10+,Mike Morasky,,6278.0,4.11,3.92,0.0779,382.0
801,Portal 2,PC,2011,Shooter,Valve Software,95.0,8.8,Valve Software,E10+,Mike Morasky,,6278.0,4.11,3.95,0.0398,382.0
802,Portal 2,PC,2011,Shooter,Valve Software,95.0,8.8,Valve Software,E10+,Mike Morasky,,6278.0,4.11,3.92,0.0779,382.0
803,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,89.0,8.9,Kojima Productions,T,Jeremy Soule,1975-12-19,9023.0,3.86,4.33,0.1881,
804,Metal Gear Solid: Peace Walker,PSP,2010,Action,Konami Digital Entertainment,89.0,8.9,Kojima Productions,T,Takahiro Izutani,,7596.0,4.02,4.33,0.1881,
805,Soulcalibur Ii,PS2,2003,Fighting,Namco Bandai Games,92.0,8.8,Namco,T,Koji Kondo,1961-08-13,7399.0,4.03,4.67,0.1234,307.0
806,Soulcalibur Ii,PS2,2003,Fighting,Namco Bandai Games,92.0,8.8,Namco,T,Koji Kondo,1961-08-13,7399.0,4.03,4.68,0.2866,307.0
807,Soulcalibur Ii,PS2,2003,Fighting,Namco Bandai Games,92.0,8.8,Namco,T,Toru Minegishi,,7475.0,4.03,4.67,0.1234,307.0
808,Soulcalibur Ii,PS2,2003,Fighting,Namco Bandai Games,92.0,8.8,Namco,T,Toru Minegishi,,7475.0,4.03,4.68,0.2866,307.0
809,Soulcalibur Ii,GC,2003,Fighting,Namco Bandai Games,93.0,9.1,Namco,T,Koji Kondo,1961-08-13,7399.0,4.03,4.67,0.1234,307.0
810,Soulcalibur Ii,GC,2003,Fighting,Namco Bandai Games,93.0,9.1,Namco,T,Koji Kondo,1961-08-13,7399.0,4.03,4.68,0.2866,307.0
811,Soulcalibur Ii,GC,2003,Fighting,Namco Bandai Games,93.0,9.1,Namco,T,Toru Minegishi,,7475.0,4.03,4.67,0.1234,307.0
812,Soulcalibur Ii,GC,2003,Fighting,Namco Bandai Games,93.0,9.1,Namco,T,Toru Minegishi,,7475.0,4.03,4.68,0.2866,307.0
813,Soulcalibur Ii,XB,2003,Fighting,Namco Bandai Games,92.0,8.9,Namco,T,Koji Kondo,1961-08-13,7399.0,4.03,4.67,0.1234,307.0
814,Soulcalibur Ii,XB,2003,Fighting,Namco Bandai Games,92.0,8.9,Namco,T,Koji Kondo,1961-08-13,7399.0,4.03,4.68,0.2866,307.0
815,Soulcalibur Ii,XB,2003,Fighting,Namco Bandai Games,92.0,8.9,Namco,T,Toru Minegishi,,7475.0,4.03,4.67,0.1234,307.0
816,Soulcalibur Ii,XB,2003,Fighting,Namco Bandai Games,92.0,8.9,Namco,T,Toru Minegishi,,7475.0,4.03,4.68,0.2866,307.0
817,Need For Speed: Undercover,PS3,2008,Racing,Electronic Arts,59.0,5.9,EA Vancouver,T,Allister Brimble,1970-11-29,5930.0,4.13,,,341.0
818,Need For Speed: Undercover,X360,2008,Racing,Electronic Arts,64.0,5.9,EA Vancouver,T,Allister Brimble,1970-11-29,5930.0,4.13,,,341.0
819,Need For Speed: Undercover,PS2,2008,Racing,Electronic Arts,,6.5,Exient Entertainment,T,Allister Brimble,1970-11-29,5930.0,4.13,,,341.0
820,Need For Speed: Undercover,PSP,2008,Racing,Electronic Arts,52.0,6.8,Piranha Games,T,Allister Brimble,1970-11-29,5930.0,4.13,,,341.0
821,Need For Speed: Undercover,Wii,2008,Racing,Electronic Arts,54.0,6.2,Exient Entertainment,T,Allister Brimble,1970-11-29,5930.0,4.13,,,341.0
822,Need For Speed: Undercover,DS,2008,Racing,Electronic Arts,59.0,6.7,Firebrand Games,E10+,Allister Brimble,1970-11-29,5930.0,4.13,,,341.0
823,Need For Speed: Undercover,PC,2008,Racing,Electronic Arts,65.0,4.9,EA Black Box,T,Allister Brimble,1970-11-29,5930.0,4.13,,,341.0
824,Bioshock Infinite,X360,2013,Shooter,Take-Two Interactive,93.0,8.5,Irrational Games,M,Garry Schyman,,10110.0,3.55,,,249.0
825,Bioshock Infinite,PS3,2013,Shooter,Take-Two Interactive,94.0,8.5,Irrational Games,M,Garry Schyman,,10110.0,3.55,,,249.0
826,Bioshock Infinite,PC,2013,Shooter,Take-Two Interactive,94.0,8.5,Irrational Games,M,Garry Schyman,,10110.0,3.55,,,249.0
827,Mortal Kombat Ii,SNES,1993,Fighting,Acclaim Entertainment,,,,,Allister Brimble,1970-11-29,5930.0,4.13,4.17,0.1099,
828,Virtua Fighter 2,SAT,1995,Fighting,Sega,,,,,Takayuki Nakamura,1967-07-19,7630.0,4.01,4.13,0.1224,
829,Destiny: The Taken King,PS4,2015,Shooter,Activision,86.0,6,Bungie,T,Laura Intravia,,5918.0,4.13,,,544.0
830,Destiny: The Taken King,XOne,2015,Shooter,Activision,89.0,5.2,Bungie Software, Bungie,Laura Intravia,,5918.0,4.13,,,544.0
831,Destiny: The Taken King,PS3,2015,Shooter,Activision,,5.5,Bungie,T,Laura Intravia,,5918.0,4.13,,,544.0
832,Destiny: The Taken King,X360,2015,Shooter,Activision,,4.4,Bungie Software, Bungie,Laura Intravia,,5918.0,4.13,,,544.0
833,Chrono Cross,PS,1999,Role-Playing,SquareSoft,94.0,8.1,SquareSoft,T,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.93,0.1161,
834,Chrono Cross,PS,1999,Role-Playing,SquareSoft,94.0,8.1,SquareSoft,T,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.17,0.2706,
835,Chrono Cross,PS,1999,Role-Playing,SquareSoft,94.0,8.1,SquareSoft,T,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.73,1.0,
836,Kingdom Hearts: Chain Of Memories,GBA,2004,Role-Playing,Square Enix,76.0,7.9,Jupiter Corporation,E,Yoko Shimomura,1967-10-19,6964.0,4.06,,,246.0
837,Secret Of Mana,SNES,1993,Role-Playing,SquareSoft,,,,,Tsuyoshi Sekito,1963-04-03,7348.0,4.04,,,314.0
838,Secret Of Mana,SNES,1993,Role-Playing,SquareSoft,,,,,Yasunori Mitsuda,1972-01-21,6165.0,4.11,,,314.0
839,Sonic & Knuckles,GEN,1994,Platform,Sega,,,,,Howard Drossin,1970-10-02,9000.0,3.87,,,240.0
840,The Orange Box,X360,2007,Shooter,Electronic Arts,96.0,8.9,Valve Software,M,Mike Morasky,,6278.0,4.11,4.15,0.0989,
841,The Orange Box,PS3,2007,Shooter,Electronic Arts,89.0,8.4,EA Games,M,Mike Morasky,,6278.0,4.11,4.15,0.0989,
842,The Orange Box,PC,2007,Shooter,Electronic Arts,96.0,9.3,Valve Software,M,Mike Morasky,,6278.0,4.11,4.15,0.0989,
843,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,78.0,8.3,Capcom,M,Akari Kaida,1974-01-10,7252.0,4.04,3.94,0.1171,
844,Dragon's Dogma,PS3,2012,Role-Playing,Capcom,78.0,8.3,Capcom,M,Alph Lyla,,,,3.94,0.1171,
845,Dragon's Dogma,X360,2012,Role-Playing,Capcom,75.0,7.8,Capcom,M,Akari Kaida,1974-01-10,7252.0,4.04,3.94,0.1171,
846,Dragon's Dogma,X360,2012,Role-Playing,Capcom,75.0,7.8,Capcom,M,Alph Lyla,,,,3.94,0.1171,
847,Silent Hill,PS,1999,Action,Konami Digital Entertainment,86.0,9.2,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.66,0.2027,154.0
848,Silent Hill,PS,1999,Action,Konami Digital Entertainment,86.0,9.2,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.66,0.2027,346.0
849,Silent Hill,PS,1999,Action,Konami Digital Entertainment,86.0,9.2,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.02,0.2805,154.0
850,Silent Hill,PS,1999,Action,Konami Digital Entertainment,86.0,9.2,KCET,M,Akira Yamaoka,1968-02-06,5613.0,4.15,4.02,0.2805,346.0
851,Silent Hill,PS,1999,Action,Konami Digital Entertainment,86.0,9.2,KCET,M,Rika Muranaka,,4174.0,4.23,4.66,0.2027,154.0
852,Silent Hill,PS,1999,Action,Konami Digital Entertainment,86.0,9.2,KCET,M,Rika Muranaka,,4174.0,4.23,4.66,0.2027,346.0
853,Silent Hill,PS,1999,Action,Konami Digital Entertainment,86.0,9.2,KCET,M,Rika Muranaka,,4174.0,4.23,4.02,0.2805,154.0
854,Silent Hill,PS,1999,Action,Konami Digital Entertainment,86.0,9.2,KCET,M,Rika Muranaka,,4174.0,4.23,4.02,0.2805,346.0
855,Diablo,PC,1996,Role-Playing,Activision,94.0,8.7,Blizzard Entertainment,M,Matt Uelmen,1972-07-31,4317.0,4.22,4.43,0.0826,953.0
856,Diablo,PC,1996,Role-Playing,Activision,94.0,8.7,Blizzard Entertainment,M,Russell Brower,,9434.0,3.78,4.43,0.0826,953.0
857,Diablo,PS,1997,Role-Playing,Electronic Arts,,,,,Matt Uelmen,1972-07-31,4317.0,4.22,4.43,0.0826,953.0
858,Diablo,PS,1997,Role-Playing,Electronic Arts,,,,,Russell Brower,,9434.0,3.78,4.43,0.0826,953.0
859,Soulcalibur Iv,X360,2008,Fighting,Ubisoft,85.0,7.9,Namco,T,Masaharu Iwata,1966-10-26,6417.0,4.1,4.12,0.1924,414.0
860,Soulcalibur Iv,PS3,2008,Fighting,Ubisoft,85.0,7.9,Namco,T,Masaharu Iwata,1966-10-26,6417.0,4.1,4.12,0.1924,414.0
861,Final Fight,SNES,1990,Action,Capcom,,,,,Akari Kaida,1974-01-10,7252.0,4.04,4.23,0.0778,
862,Final Fight,SNES,1990,Action,Capcom,,,,,Akari Kaida,1974-01-10,7252.0,4.04,4.0,0.113,
863,Final Fight,SNES,1990,Action,Capcom,,,,,Alph Lyla,,,,4.23,0.0778,
864,Final Fight,SNES,1990,Action,Capcom,,,,,Alph Lyla,,,,4.0,0.113,
865,Final Fight,SNES,1990,Action,Capcom,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.23,0.0778,
866,Final Fight,SNES,1990,Action,Capcom,,,,,Yoko Shimomura,1967-10-19,6964.0,4.06,4.0,0.113,
867,Mega Man 2,NES,1988,Action,Capcom,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,3.91,0.0493,102.0
868,Xenogears,PS,1998,Role-Playing,SquareSoft,84.0,8.4,SquareSoft,T,Yasunori Mitsuda,1972-01-21,6165.0,4.11,3.24,0.0722,385.0
869,Xenogears,PS,1998,Role-Playing,SquareSoft,84.0,8.4,SquareSoft,T,Yasunori Mitsuda,1972-01-21,6165.0,4.11,4.54,0.6782,385.0
870,Kirby Super Star,SNES,1996,Platform,Nintendo,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,,,279.0
871,Kirby Super Star,SNES,1996,Platform,Nintendo,,,,,Noriyuki Iwadare,1964-04-28,7123.0,4.05,,,582.0
872,Sonic & Sega All-stars Racing,Wii,2010,Racing,Sega,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,663.0
873,Sonic & Sega All-stars Racing,Wii,2010,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,663.0
874,Sonic & Sega All-stars Racing,Wii,2010,Racing,Sega,,,,,Tim Wright,1967-07-31,8138.0,3.97,,,663.0
875,Sonic & Sega All-stars Racing,DS,2010,Racing,Sega,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,663.0
876,Sonic & Sega All-stars Racing,DS,2010,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,663.0
877,Sonic & Sega All-stars Racing,DS,2010,Racing,Sega,,,,,Tim Wright,1967-07-31,8138.0,3.97,,,663.0
878,Sonic & Sega All-stars Racing,PS3,2010,Racing,Sega,,,,,Allister Brimble,1970-11-29,5930.0,4.13,,,663.0
879,Sonic & Sega All-stars Racing,PS3,2010,Racing,Sega,,,,,Hideki Naganuma,1972-05-16,5557.0,4.15,,,663.0
880,Sonic & Sega All-stars Racing,PS3,2010,Racing,Sega,,,,,Tim Wright,1967-07-31,8138.0,3.97,,,663.0
881,Yoshi's New Island,3DS,2014,Platform,Nintendo,64.0,6.1,Arzest,E,Kazumi Totaka,1967-08-23,6777.0,4.07,,,747.0
882,The Sims 2,PSP,2005,Simulation,Electronic Arts,65.0,6.9,Maxis,T,Jerry Martin,,5928.0,4.13,,,776.0
883,The Sims 2,PSP,2005,Simulation,Electronic Arts,65.0,6.9,Maxis,T,Mark Mothersbaugh,1950-05-18,,,,,776.0
884,The Sims 2,PSP,2005,Simulation,Electronic Arts,65.0,6.9,Maxis,T,Mutato Muzika,,,,,,776.0
885,The Sims 2,PSP,2005,Simulation,Electronic Arts,65.0,6.9,Maxis,T,Silas Hite,1980-03-30,,,,,776.0
886,The Sims 2,DS,2005,Simulation,Electronic Arts,70.0,6.1,Griptonite Games,E10+,Jerry Martin,,5928.0,4.13,,,776.0
887,The Sims 2,DS,2005,Simulation,Electronic Arts,70.0,6.1,Griptonite Games,E10+,Mark Mothersbaugh,1950-05-18,,,,,776.0
888,The Sims 2,DS,2005,Simulation,Electronic Arts,70.0,6.1,Griptonite Games,E10+,Mutato Muzika,,,,,,776.0
889,The Sims 2,DS,2005,Simulation,Electronic Arts,70.0,6.1,Griptonite Games,E10+,Silas Hite,1980-03-30,,,,,776.0
890,The Sims 2,PS2,2005,Simulation,Electronic Arts,75.0,4.4,Maxis,T,Jerry Martin,,5928.0,4.13,,,776.0
891,The Sims 2,PS2,2005,Simulation,Electronic Arts,75.0,4.4,Maxis,T,Mark Mothersbaugh,1950-05-18,,,,,776.0
892,The Sims 2,PS2,2005,Simulation,Electronic Arts,75.0,4.4,Maxis,T,Mutato Muzika,,,,,,776.0
893,The Sims 2,PS2,2005,Simulation,Electronic Arts,75.0,4.4,Maxis,T,Silas Hite,1980-03-30,,,,,776.0
894,The Sims 2,GBA,2005,Simulation,Electronic Arts,58.0,7.5,Maxis,E10+,Jerry Martin,,5928.0,4.13,,,776.0
895,The Sims 2,GBA,2005,Simulation,Electronic Arts,58.0,7.5,Maxis,E10+,Mark Mothersbaugh,1950-05-18,,,,,776.0
896,The Sims 2,GBA,2005,Simulation,Electronic Arts,58.0,7.5,Maxis,E10+,Mutato Muzika,,,,,,776.0
897,The Sims 2,GBA,2005,Simulation,Electronic Arts,58.0,7.5,Maxis,E10+,Silas Hite,1980-03-30,,,,,776.0
898,The Sims 2,GC,2005,Simulation,Electronic Arts,73.0,8.3,Maxis,T,Jerry Martin,,5928.0,4.13,,,776.0
899,The Sims 2,GC,2005,Simulation,Electronic Arts,73.0,8.3,Maxis,T,Mark Mothersbaugh,1950-05-18,,,,,776.0
900,The Sims 2,GC,2005,Simulation,Electronic Arts,73.0,8.3,Maxis,T,Mutato Muzika,,,,,,776.0
901,The Sims 2,GC,2005,Simulation,Electronic Arts,73.0,8.3,Maxis,T,Silas Hite,1980-03-30,,,,,776.0
