Soundtrack; Composer; Composer Birthday
Unreal; Andrew Sega; 1975-05-20
II: The Awakening; Andrew Sega; 1975-05-20
Tournament; Andrew Sega; 1975-05-20
Tournament 2003; Andrew Sega; 1975-05-20
Tournament 2004; Andrew Sega; 1975-05-20
Tournament 3; Andrew Sega; 1975-05-20
Tournament; Andrew Sega; 1975-05-20
Championship; Andrew Sega; 1975-05-20
Championship 2: The Liandri Conflict; Andrew Sega; 1975-05-20
Twin Peaks; Angelo Badalamenti; 1937-03-22
Note: User search required.; Angelo Badalamenti; 1937-03-22
Starfight VI: Gatekeepers; Ari Pulkkinen; 1982-01-15
Shadowgrounds; Ari Pulkkinen; 1982-01-15
Super Stardust HD; Ari Pulkkinen; 1982-01-15
Shadowgrounds: Survivor; Ari Pulkkinen; 1982-01-15
Trine; Ari Pulkkinen; 1982-01-15
Angry Birds; Ari Pulkkinen; 1982-01-15
Dead Nation; Ari Pulkkinen; 1982-01-15
Outland (video game); Ari Pulkkinen; 1982-01-15
Bike Baron; Ari Pulkkinen; 1982-01-15
Trine 2; Ari Pulkkinen; 1982-01-15
Super Stardust Delta; Ari Pulkkinen; 1982-01-15
Trine 2: Goblin Menace; Ari Pulkkinen; 1982-01-15
Angry Birds Trilogy; Ari Pulkkinen; 1982-01-15
Resogun; Ari Pulkkinen; 1982-01-15
Trine 3: The Artifacts of Power; Ari Pulkkinen; 1982-01-15
Alienation; Ari Pulkkinen; 1982-01-15
Nex Machina; Ari Pulkkinen; 1982-01-15
Nine Parchments; Ari Pulkkinen; 1982-01-15
Trine 4: The Nightmare Prince; Ari Pulkkinen; 1982-01-15
Assembly; Ari Pulkkinen; 1982-01-15
Assembly; Ari Pulkkinen; 1982-01-15
Assembly; Ari Pulkkinen; 1982-01-15
Assembly; Ari Pulkkinen; 1982-01-15
Assembly; Ari Pulkkinen; 1982-01-15
Digital Champ; Atsuhiro Motoyama; n/a
Ganbare! Golf Boys; Atsuhiro Motoyama; n/a
After Burst; Atsuhiro Motoyama; n/a
Serpent; Atsuhiro Motoyama; n/a
Kickball; Atsuhiro Motoyama; n/a
Cyber City Oedo 808: Kemono no Sokusei; Atsuhiro Motoyama; n/a
L-Dis; Atsuhiro Motoyama; n/a
Ranma 1/2: Datō, Ganso Musabetsu Kakutō-Ryū!; Atsuhiro Motoyama; n/a
Might and Magic II: Gates to Another World; Atsuhiro Motoyama; n/a
Sorcer Striker; Atsuhiro Motoyama; n/a
Umihara Kawase; Atsuhiro Motoyama; n/a
Ace Striker; Atsuhiro Motoyama; n/a
Umihara Kawase Shun; Atsuhiro Motoyama; n/a
Bloody Roar; Atsuhiro Motoyama; n/a
Armed Police Batrider; Atsuhiro Motoyama; n/a
Sorcer Striker; Atsuhiro Motoyama; n/a
Battle Bakraid; Atsuhiro Motoyama; n/a
Dimahoo; Atsuhiro Motoyama; n/a
Tekken Advance; Atsuhiro Motoyama; n/a
Kuru Kuru Kururin; Atsuhiro Motoyama; n/a
Kururin Paradise; Atsuhiro Motoyama; n/a
Gekitou Pro Yakyuu: Mizushi Mashinji All-Stars vs. Pro Yakyuu; Atsuhiro Motoyama; n/a
Kururin Squash!; Atsuhiro Motoyama; n/a
Fire Pro Wrestling Returns; Atsuhiro Motoyama; n/a
InuYasha: Feudal Combat; Atsuhiro Motoyama; n/a
Style Savvy; Atsuhiro Motoyama; n/a
Mahou Daisakusen; Atsuhiro Motoyama; n/a
Bloody Roar Original Arcade Soundtrack; Atsuhiro Motoyama; n/a
Battle Bakraid; Atsuhiro Motoyama; n/a
Great Mahou Daisakusen Original Soundtrack; Atsuhiro Motoyama; n/a
Ganbare! Golf Boys Original Soundtracks; Atsuhiro Motoyama; n/a
Kick Ball Original Soundtracks; Atsuhiro Motoyama; n/a
L-DIS Best Soundtracks; Atsuhiro Motoyama; n/a
After Burst Original Soundtracks; Atsuhiro Motoyama; n/a
Umihara Kawase Soundtrack; Atsuhiro Motoyama; n/a
Space Invaders Get Even Original Sound Tracks; Atsuhiro Motoyama; n/a
Mahou Daisakusen Original Soundtrack; Atsuhiro Motoyama; n/a
SAYONARA UMIHARAKAWASE ORIGINAL SOUND TRACK; Atsuhiro Motoyama; n/a
Johnny Montana; Austin Wintory; 1984-09-09
Mr. Sadman; Austin Wintory; 1984-09-09
Captain Abu Raed; Austin Wintory; 1984-09-09
If You Could Have; Austin Wintory; 1984-09-09
Serpent and the Sun; Austin Wintory; 1984-09-09
Back Soon; Austin Wintory; 1984-09-09
Knuckle Draggers; Austin Wintory; 1984-09-09
Print; Austin Wintory; 1984-09-09
Grace; Austin Wintory; 1984-09-09
Live Evil; Austin Wintory; 1984-09-09
3-Day Weekend; Austin Wintory; 1984-09-09
The Acquirer; Austin Wintory; 1984-09-09
TK’s Corner; Austin Wintory; 1984-09-09
Hubristic; Austin Wintory; 1984-09-09
A Little Help; Austin Wintory; 1984-09-09
The Sunset Sky; Austin Wintory; 1984-09-09
The River Why; Austin Wintory; 1984-09-09
The Echo Game; Austin Wintory; 1984-09-09
Make the Yuletide Gay; Austin Wintory; 1984-09-09
A Beautiful Game; Austin Wintory; 1984-09-09
Leave; Austin Wintory; 1984-09-09
Playing House; Austin Wintory; 1984-09-09
Majid; Austin Wintory; 1984-09-09
Workshop; Austin Wintory; 1984-09-09
Let the Game Begin; Austin Wintory; 1984-09-09
The Incredible Adventures of Jojo; Austin Wintory; 1984-09-09
Remnants; Austin Wintory; 1984-09-09
Home Run Showdown; Austin Wintory; 1984-09-09
The Grief Tourist; Austin Wintory; 1984-09-09
Junction; Austin Wintory; 1984-09-09
Strangely in Love; Austin Wintory; 1984-09-09
Inverse; Austin Wintory; 1984-09-09
Targeting; Austin Wintory; 1984-09-09
The War Around Us; Austin Wintory; 1984-09-09
It’s a Disaster; Austin Wintory; 1984-09-09
Lost on Purpose; Austin Wintory; 1984-09-09
Aftermath; Austin Wintory; 1984-09-09
Dark Summer; Austin Wintory; 1984-09-09
The Last Movie Star; Austin Wintory; 1984-09-09
Bullet Head; Austin Wintory; 1984-09-09
Dark Fusion; Ben Daglish; 1966-07-31
Deflektor; Ben Daglish; 1966-07-31
H.A.T.E. – Hostile All Terrain Encounter; Ben Daglish; 1966-07-31
Mask; Ben Daglish; 1966-07-31
Mask II; Ben Daglish; 1966-07-31
Masters of the Universe (Les Maitres De L'Univers); Ben Daglish; 1966-07-31
North Star; Ben Daglish; 1966-07-31
Skate Crazy; Ben Daglish; 1966-07-31
Supercars; Ben Daglish; 1966-07-31
Switch Blade; Ben Daglish; 1966-07-31
Terramex Cosmic Relief : Prof. Renegade to the Rescue; Ben Daglish; 1966-07-31
The Real Stunt Experts; Ben Daglish; 1966-07-31
Thing Bounces Back; Ben Daglish; 1966-07-31
3D Galax; Ben Daglish; 1966-07-31
Action Fighter; Ben Daglish; 1966-07-31
Artura; Ben Daglish; 1966-07-31
Axel's Magic Hammer; Ben Daglish; 1966-07-31
Blasteroids; Ben Daglish; 1966-07-31
Butcher Hill; Ben Daglish; 1966-07-31
California Games; Ben Daglish; 1966-07-31
Captain America - Defies the Doom Tube; Ben Daglish; 1966-07-31
Chase H.Q.; Ben Daglish; 1966-07-31
Chubby Gristle; Ben Daglish; 1966-07-31
Continental Circus; Ben Daglish; 1966-07-31
Cosmic Relief; Ben Daglish; 1966-07-31
Dark Fusion; Ben Daglish; 1966-07-31
Deflektor; Ben Daglish; 1966-07-31
Dynamite Düx; Ben Daglish; 1966-07-31
FoFT - Federation of Free Traders; Ben Daglish; 1966-07-31
Footballer of the Year 2; Ben Daglish; 1966-07-31
Gary Lineker's Hot Shots; Ben Daglish; 1966-07-31
Greg Norman's Ultimate Golf; Ben Daglish; 1966-07-31
H.A.T.E. – Hostile All Terrain Encounter; Ben Daglish; 1966-07-31
Hot Rod; Ben Daglish; 1966-07-31
John Lowe's Ultimate Darts; Ben Daglish; 1966-07-31
Kingmaker; Ben Daglish; 1966-07-31
Legends of Valour; Ben Daglish; 1966-07-31
Lotus Esprit Turbo Challenge; Ben Daglish; 1966-07-31
Masters of the Universe; Ben Daglish; 1966-07-31
Mickey Mouse: The Computer Game; Ben Daglish; 1966-07-31
Monty Python's Flying Circus; Ben Daglish; 1966-07-31
Motor Massacre; Ben Daglish; 1966-07-31
Motörhead; Ben Daglish; 1966-07-31
North Star; Ben Daglish; 1966-07-31
Pac-Mania; Ben Daglish; 1966-07-31
Passing Shot; Ben Daglish; 1966-07-31
Prison; Ben Daglish; 1966-07-31
Rick Dangerous; Ben Daglish; 1966-07-31
Rick Dangerous 2; Ben Daglish; 1966-07-31
Road Raider; Ben Daglish; 1966-07-31
Saint & Greavsie; Ben Daglish; 1966-07-31
Skidz; Ben Daglish; 1966-07-31
Super Cars; Ben Daglish; 1966-07-31
Super Scramble Simulator; Ben Daglish; 1966-07-31
Switchblade; Ben Daglish; 1966-07-31
Terramex; Ben Daglish; 1966-07-31
The Flintstones; Ben Daglish; 1966-07-31
The Munsters; Ben Daglish; 1966-07-31
The Running Man; Ben Daglish; 1966-07-31
Thunderbirds; Ben Daglish; 1966-07-31
Wizard Warz; Ben Daglish; 1966-07-31
Xybots; Ben Daglish; 1966-07-31
720°; Ben Daglish; 1966-07-31
Ark Pandora; Ben Daglish; 1966-07-31
Alternative World Games; Ben Daglish; 1966-07-31
Artura; Ben Daglish; 1966-07-31
Auf Wiedersehen Monty; Ben Daglish; 1966-07-31
Avenger; Ben Daglish; 1966-07-31
Biggles; Ben Daglish; 1966-07-31
Blasteroids; Ben Daglish; 1966-07-31
Blood Brothers; Ben Daglish; 1966-07-31
Blood Valley; Ben Daglish; 1966-07-31
Bobby Bearing; Ben Daglish; 1966-07-31
Bulldog; Ben Daglish; 1966-07-31
Bombo; Ben Daglish; 1966-07-31
Challenge of the Gobots; Ben Daglish; 1966-07-31
Chubby Gristle; Ben Daglish; 1966-07-31
Cobra; Ben Daglish; 1966-07-31
Dark Fusion; Ben Daglish; 1966-07-31
Death Wish 3; Ben Daglish; 1966-07-31
Defenders of the Earth; Ben Daglish; 1966-07-31
Deflektor; Ben Daglish; 1966-07-31
Dogfight 2187; Ben Daglish; 1966-07-31
Firelord; Ben Daglish; 1966-07-31
Footballer of the Year; Ben Daglish; 1966-07-31
Footballer of the Year 2; Ben Daglish; 1966-07-31
Future Knight; Ben Daglish; 1966-07-31
Future Knight II; Ben Daglish; 1966-07-31
Gary Lineker's Hot Shot; Ben Daglish; 1966-07-31
Gary Lineker's Super Skills; Ben Daglish; 1966-07-31
Gauntlet; Ben Daglish; 1966-07-31
Gauntlet II; Ben Daglish; 1966-07-31
Greg Norman's Ultimate Golf; Ben Daglish; 1966-07-31
Hades Nebula; Ben Daglish; 1966-07-31
Harvey Headbanger; Ben Daglish; 1966-07-31
He-Man and the Masters of the Universe; Ben Daglish; 1966-07-31
Heroes of the Lance; Ben Daglish; 1966-07-31
Jack the Nipper; Ben Daglish; 1966-07-31
Jack the Nipper II; Ben Daglish; 1966-07-31
Kettle; Ben Daglish; 1966-07-31
Killer-Ring; Ben Daglish; 1966-07-31
Krakout; Ben Daglish; 1966-07-31
L.O.C.O.; Ben Daglish; 1966-07-31
Mask III – Venom Strikes Back; Ben Daglish; 1966-07-31
Mickey Mouse; Ben Daglish; 1966-07-31
Mountie Mick's Death Ride; Ben Daglish; 1966-07-31
Munsters; Ben Daglish; 1966-07-31
Northstar; Ben Daglish; 1966-07-31
Olli and Lissa; Ben Daglish; 1966-07-31
Pac-Mania; Ben Daglish; 1966-07-31
Percy the Potty Pigeon; Ben Daglish; 1966-07-31
Potty Pidgeon; Ben Daglish; 1966-07-31
Pub Games; Ben Daglish; 1966-07-31
Re-Bounder; Ben Daglish; 1966-07-31
Real Stunt Experts; Ben Daglish; 1966-07-31
Return of the Mutant Camels; Ben Daglish; 1966-07-31
Skate Crazy; Ben Daglish; 1966-07-31
SkateRock; Ben Daglish; 1966-07-31
Super Cars; Ben Daglish; 1966-07-31
Supersports; Ben Daglish; 1966-07-31
Switchblade; Ben Daglish; 1966-07-31
TechnoCop; Ben Daglish; 1966-07-31
They Stole a Million; Ben Daglish; 1966-07-31
Thing Bounces Back; Ben Daglish; 1966-07-31
Terramex; Ben Daglish; 1966-07-31
The Flintstones; Ben Daglish; 1966-07-31
The Last Ninja; Ben Daglish; 1966-07-31
Trap; Ben Daglish; 1966-07-31
Vikings; Ben Daglish; 1966-07-31
Way of the Tiger; Ben Daglish; 1966-07-31
William Wobbler; Ben Daglish; 1966-07-31
Wizard Warz; Ben Daglish; 1966-07-31
Zarjaz; Ben Daglish; 1966-07-31
Artura; Ben Daglish; 1966-07-31
Chubby Gristle; Ben Daglish; 1966-07-31
Deflektor; Ben Daglish; 1966-07-31
Federation of Free Traders; Ben Daglish; 1966-07-31
Pac-Mania; Ben Daglish; 1966-07-31
Switchblade; Ben Daglish; 1966-07-31
Corporation; Ben Daglish; 1966-07-31
Artura; Ben Daglish; 1966-07-31
Auf Wiedersehen Monty; Ben Daglish; 1966-07-31
Avenger; Ben Daglish; 1966-07-31
Blasteroids; Ben Daglish; 1966-07-31
Blood Brothers; Ben Daglish; 1966-07-31
Blood Valley; Ben Daglish; 1966-07-31
Butcher Hill; Ben Daglish; 1966-07-31
Challenge of the Gobots; Ben Daglish; 1966-07-31
Chubby Gristle; Ben Daglish; 1966-07-31
Dark Fusion; Ben Daglish; 1966-07-31
Death Wish 3; Ben Daglish; 1966-07-31
Deflektor; Ben Daglish; 1966-07-31
The Flintstones; Ben Daglish; 1966-07-31
Footballer of the Year; Ben Daglish; 1966-07-31
Future Knight; Ben Daglish; 1966-07-31
Gary Lineker's Hot Shots; Ben Daglish; 1966-07-31
Gary Lineker's Super Skills; Ben Daglish; 1966-07-31
Gauntlet 2; Ben Daglish; 1966-07-31
H.A.T.E. – Hostile All Terrain Encounter; Ben Daglish; 1966-07-31
Jack the Nipper 2: in Coconut Capers; Ben Daglish; 1966-07-31
Krakout; Ben Daglish; 1966-07-31
Mask 1; Ben Daglish; 1966-07-31
Mask 2; Ben Daglish; 1966-07-31
MASK III: Venom Strikes Back; Ben Daglish; 1966-07-31
Masters of the Universe; Ben Daglish; 1966-07-31
Mickey Mouse; Ben Daglish; 1966-07-31
Moley Christmas; Ben Daglish; 1966-07-31
Motor Massacre; Ben Daglish; 1966-07-31
Mountie Mick's Death Ride; Ben Daglish; 1966-07-31
North Star; Ben Daglish; 1966-07-31
Pacmania; Ben Daglish; 1966-07-31
The Real Stunt Experts; Ben Daglish; 1966-07-31
Skate Crazy; Ben Daglish; 1966-07-31
Super Scramble Simulator; Ben Daglish; 1966-07-31
Super Sports; Ben Daglish; 1966-07-31
Switchblade; Ben Daglish; 1966-07-31
Techno Cop; Ben Daglish; 1966-07-31
Terramex; Ben Daglish; 1966-07-31
Thing Bounces Back; Ben Daglish; 1966-07-31
Trap (128k); Ben Daglish; 1966-07-31
Wizard Wars; Ben Daglish; 1966-07-31
Lineage II: the Chaotic Chronicle; Bill Brown (composer); n/a
Return to Castle Wolfenstein: Tides of War; Bill Brown (composer); n/a
Command and Conquer: Generals; Bill Brown (composer); n/a
Ali; Bill Brown (composer); n/a
Any Given Sunday; Bill Brown (composer); n/a
Hercules: The Legendary Journeys; Bill Brown (composer); n/a
In the Presence of Mine Enemies; Bill Brown (composer); n/a
Quake II; Bill Brown (composer); n/a
Trespasser; Bill Brown (composer); n/a
Tom Clancy's Rainbow Six; Bill Brown (composer); n/a
Tom Clancy's Rainbow Six: Rogue Spear; Bill Brown (composer); n/a
Disney's Villains' Revenge; Bill Brown (composer); n/a
Timeline; Bill Brown (composer); n/a
Shadow Watch; Bill Brown (composer); n/a
Return to Castle Wolfenstein; Bill Brown (composer); n/a
Clive Barker's Undying; Bill Brown (composer); n/a
Anachronox; Bill Brown (composer); n/a
Tom Clancy's Ghost Recon; Bill Brown (composer); n/a
Tom Clancy's Rainbow Six: Black Thorn; Bill Brown (composer); n/a
The Sum of All Fears; Bill Brown (composer); n/a
Tom Clancy's Ghost Recon: Island Thunder; Bill Brown (composer); n/a
Tom Clancy's Ghost Recon 2; Bill Brown (composer); n/a
Command & Conquer: Generals; Bill Brown (composer); n/a
Command & Conquer: Generals Zero Hour; Bill Brown (composer); n/a
Lineage II: The Chaotic Chronicle; Bill Brown (composer); n/a
Tom Clancy's Rainbow Six 3: Raven Shield; Bill Brown (composer); n/a
Wolfenstein: Enemy Territory; Bill Brown (composer); n/a
Tom Clancy's Ghost Recon: Jungle Storm; Bill Brown (composer); n/a
Tom Clancy's Rainbow Six: Lockdown; Bill Brown (composer); n/a
The Incredible Hulk: Ultimate Destruction; Bill Brown (composer); n/a
Command & Conquer: The First Decade; Bill Brown (composer); n/a
 (2006); Bill Brown (composer); n/a
Tom Clancy's Rainbow Six: Critical Hour; Bill Brown (composer); n/a
Enemy Territory: Quake Wars; Bill Brown (composer); n/a
Wolfenstein; Bill Brown (composer); n/a
War of the Angels; Bill Brown (composer); n/a
Any Given Sunday; Bill Brown (composer); n/a
Ali; Bill Brown (composer); n/a
Behind Enemy Lines: The Making of Return to Castle Wolfenstein; Bill Brown (composer); n/a
Scorcher; Bill Brown (composer); n/a
Evil Deeds; Bill Brown (composer); n/a
Lady Death; Bill Brown (composer); n/a
Rushlights; Bill Brown (composer); n/a
Trapped; Bill Brown (composer); n/a
CSI: NY; Bill Brown (composer); n/a
Whodunnit?; Bill Brown (composer); n/a
Fire!; Brian L. Schmidt; 1962-09-11
Big Guns; Brian L. Schmidt; 1962-09-11
Space Station: Pinball Rendezvous; Brian L. Schmidt; 1962-09-11
Banzai Run; Brian L. Schmidt; 1962-09-11
Swords of Fury; Brian L. Schmidt; 1962-09-11
Black Knight 2000; Brian L. Schmidt; 1962-09-11
Back to the Future: The Pinball; Brian L. Schmidt; 1962-09-11
The Simpsons; Brian L. Schmidt; 1962-09-11
Checkpoint; Brian L. Schmidt; 1962-09-11
Teenage Mutant Ninja Turtles; Brian L. Schmidt; 1962-09-11
Batman; Brian L. Schmidt; 1962-09-11
Star Trek: 25th Anniversary; Brian L. Schmidt; 1962-09-11
Hook; Brian L. Schmidt; 1962-09-11
Lethal Weapon 3; Brian L. Schmidt; 1962-09-11
Star Wars; Brian L. Schmidt; 1962-09-11
Rocky & Bullwinkle; Brian L. Schmidt; 1962-09-11
Jurassic Park; Brian L. Schmidt; 1962-09-11
Last Action Hero; Brian L. Schmidt; 1962-09-11
Tales from the Crypt; Brian L. Schmidt; 1962-09-11
The Who's Tommy: Pinball Wizard; Brian L. Schmidt; 1962-09-11
WWF Royal Rumble; Brian L. Schmidt; 1962-09-11
Guns N' Roses; Brian L. Schmidt; 1962-09-11
Maverick; Brian L. Schmidt; 1962-09-11
Aaron Spelling Custom Pinball; Brian L. Schmidt; 1962-09-11
Mary Shelley's Frankenstein; Brian L. Schmidt; 1962-09-11
Baywatch; Brian L. Schmidt; 1962-09-11
Batman Forever; Brian L. Schmidt; 1962-09-11
Apollo 13; Brian L. Schmidt; 1962-09-11
GoldenEye; Brian L. Schmidt; 1962-09-11
Mini-Viper; Brian L. Schmidt; 1962-09-11
Independence Day; Brian L. Schmidt; 1962-09-11
Twister; Brian L. Schmidt; 1962-09-11
Space Jam; Brian L. Schmidt; 1962-09-11
The Lost World: Jurassic Park; Brian L. Schmidt; 1962-09-11
Star Wars Trilogy; Brian L. Schmidt; 1962-09-11
The X-Files; Brian L. Schmidt; 1962-09-11
Starship Troopers; Brian L. Schmidt; 1962-09-11
Lost In Space; Brian L. Schmidt; 1962-09-11
Mutant Football League; Brian L. Schmidt; 1962-09-11
NARC; Brian L. Schmidt; 1962-09-11
Tattoo Assassins; Brian L. Schmidt; 1962-09-11
Crüe Ball; Brian L. Schmidt; 1962-09-11
Desert Strike: Return to the Gulf; Brian L. Schmidt; 1962-09-11
Jungle Strike; Brian L. Schmidt; 1962-09-11
Mutant League Football; Brian L. Schmidt; 1962-09-11
NBA Live 97; Brian L. Schmidt; 1962-09-11
Super Baseball 2020; Brian L. Schmidt; 1962-09-11
Weaponlord; Brian L. Schmidt; 1962-09-11
World Heroes; Brian L. Schmidt; 1962-09-11
Zoop; Brian L. Schmidt; 1962-09-11
Congo; Brian L. Schmidt; 1962-09-11
Star Trek: Starfleet Academy Starship Bridge Simulator; Brian L. Schmidt; 1962-09-11
Madden NFL '94; Brian L. Schmidt; 1962-09-11
Madden NFL '95; Brian L. Schmidt; 1962-09-11
Madden NFL '97; Brian L. Schmidt; 1962-09-11
MechWarrior 3050; Brian L. Schmidt; 1962-09-11
NBA Live 97; Brian L. Schmidt; 1962-09-11
Weaponlord; Brian L. Schmidt; 1962-09-11
NHL '96; Brian L. Schmidt; 1962-09-11
Minecraft – Volume Alpha; C418; 1989-05-09
72 Minutes of Fame; C418; 1989-05-09
One; C418; 1989-05-09
Minecraft – Volume Beta; C418; 1989-05-09
148; C418; 1989-05-09
Dief; C418; 1989-05-09
Excursions; C418; 1989-05-09
Minecraft; C418; 1989-05-09
Caller's Bane; C418; 1989-05-09
Minecraft: Story Mode; C418; 1989-05-09
Crown and Council; C418; 1989-05-09
Cobalt; C418; 1989-05-09
WASD; C418; 1989-05-09
Minicraft; C418; 1989-05-09
0x10; C418; 1989-05-09
c; C418; 1989-05-09
Minecraft Earth; C418; 1989-05-09
Calling All Dawns; Christopher Tin; 1976-05-21
The Drop That Contained the Sea; Christopher Tin; 1976-05-21
To Shiver the Sky; Christopher Tin; 1976-05-21
Baba Yetu; Christopher Tin; 1976-05-21
Kia Hora Te Marino; Christopher Tin; 1976-05-21
Mado Kara Mieru; Christopher Tin; 1976-05-21
Temen Oblak; Christopher Tin; 1976-05-21
Iza Ngomso; Christopher Tin; 1976-05-21
Sogno di Volare; Christopher Tin; 1976-05-21
Silver Wing; Christopher Tin; 1976-05-21
Adain Can; Christopher Tin; 1976-05-21
Passou o Verao; Christopher Tin; 1976-05-21
Shinobu vs. Ghost Warrior; Christopher Tin; 1976-05-21
Lacrymosa; Christopher Tin; 1976-05-21
Nocturne No. 2; Christopher Tin; 1976-05-21
Offworld Trading Company; Christopher Tin; 1976-05-21
Karateka; Christopher Tin; 1976-05-21
Quik and Silva ; Chris Huelsbeck; 1968-03-02
Shades; Chris Huelsbeck; 1968-03-02
To be on Top; Chris Huelsbeck; 1968-03-02
Apidya; Chris Huelsbeck; 1968-03-02
Turrican; Chris Huelsbeck; 1968-03-02
 Soundtrack; Chris Huelsbeck; 1968-03-02
Native Vision - Easy life; Chris Huelsbeck; 1968-03-02
Rainbows; Chris Huelsbeck; 1968-03-02
Super Turrican 2; Chris Huelsbeck; 1968-03-02
Sound Factory; Chris Huelsbeck; 1968-03-02
Tunnel B1; Chris Huelsbeck; 1968-03-02
 Soundtrack; Chris Huelsbeck; 1968-03-02
Extreme Assault; Chris Huelsbeck; 1968-03-02
Peanuts feat. Doc. Schneider - Leben betrügt; Chris Huelsbeck; 1968-03-02
Bridge from the past to the future; Chris Huelsbeck; 1968-03-02
Collage; Chris Huelsbeck; 1968-03-02
Merregnon; Chris Huelsbeck; 1968-03-02
 Soundtrack, Volume 1; Chris Huelsbeck; 1968-03-02
Chris Hülsbeck in the Mix; Chris Huelsbeck; 1968-03-02
Merregnon Soundtrack, Volume 2; Chris Huelsbeck; 1968-03-02
Number Nine; Chris Huelsbeck; 1968-03-02
Symphonic Shades; Chris Huelsbeck; 1968-03-02
Turrican; Chris Huelsbeck; 1968-03-02
 Soundtrack Anthology (Volumes 1-4); Chris Huelsbeck; 1968-03-02
The Piano Collection; Chris Huelsbeck; 1968-03-02
25 Years - Turrican II The Orchestral Album by Chris Huelsbeck; Chris Huelsbeck; 1968-03-02
Apidya; Chris Huelsbeck; 1968-03-02
Apprentice; Chris Huelsbeck; 1968-03-02
Battle Isle; Chris Huelsbeck; 1968-03-02
The Baby of Can Guru; Chris Huelsbeck; 1968-03-02
Dulcedo Cogitationis; Chris Huelsbeck; 1968-03-02
The Great Giana Sisters; Chris Huelsbeck; 1968-03-02
Hard 'n' Heavy; Chris Huelsbeck; 1968-03-02
Jim Power in Mutant Planet; Chris Huelsbeck; 1968-03-02
Jim Power: The Lost Dimension in 3-D; Chris Huelsbeck; 1968-03-02
