Soundtrack;Composer;Composer Birthday
Trine 2;Ari Pulkkinen;1982-01-15
Super Stardust Delta;Ari Pulkkinen;1982-01-15
Trine 2: Goblin Menace;Ari Pulkkinen;1982-01-15
Angry Birds Trilogy;Ari Pulkkinen;1982-01-15
Resogun;Ari Pulkkinen;1982-01-15
Trine 3: The Artifacts Of Power;Ari Pulkkinen;1982-01-15
Alienation;Ari Pulkkinen;1982-01-15
Nex Machina;Ari Pulkkinen;1982-01-15
Nine Parchments;Ari Pulkkinen;1982-01-15
Trine 4: The Nightmare Prince;Ari Pulkkinen;1982-01-15
Assembly;Ari Pulkkinen;1982-01-15
Digital Champ;Atsuhiro Motoyama;n/a
Ganbare! Golf Boys;Atsuhiro Motoyama;n/a
After Burst;Atsuhiro Motoyama;n/a
Serpent;Atsuhiro Motoyama;n/a
Kickball;Atsuhiro Motoyama;n/a
Cyber City Oedo 808: Kemono No Sokusei;Atsuhiro Motoyama;n/a
L-dis;Atsuhiro Motoyama;n/a
Ranma 1/2: Dato, Ganso Musabetsu Kakuto-ryu!;Atsuhiro Motoyama;n/a
Might And Magic Ii: Gates To Another World;Atsuhiro Motoyama;n/a
Sorcer Striker;Atsuhiro Motoyama;n/a
Umihara Kawase;Atsuhiro Motoyama;n/a
Ace Striker;Atsuhiro Motoyama;n/a
Umihara Kawase Shun;Atsuhiro Motoyama;n/a
Bloody Roar;Atsuhiro Motoyama;n/a
Armed Police Batrider;Atsuhiro Motoyama;n/a
Sorcer Striker;Atsuhiro Motoyama;n/a
Battle Bakraid;Atsuhiro Motoyama;n/a
Dimahoo;Atsuhiro Motoyama;n/a
Tekken Advance;Atsuhiro Motoyama;n/a
Kuru Kuru Kururin;Atsuhiro Motoyama;n/a
Kururin Paradise;Atsuhiro Motoyama;n/a
Gekitou Pro Yakyuu: Mizushi Mashinji All-stars Vs. Pro Yakyuu;Atsuhiro Motoyama;n/a
Kururin Squash!;Atsuhiro Motoyama;n/a
Fire Pro Wrestling Returns;Atsuhiro Motoyama;n/a
Inuyasha: Feudal Combat;Atsuhiro Motoyama;n/a
Style Savvy;Atsuhiro Motoyama;n/a
Mahou Daisakusen;Atsuhiro Motoyama;n/a
Bloody Roar Original Arcade Soundtrack;Atsuhiro Motoyama;n/a
Battle Bakraid;Atsuhiro Motoyama;n/a
Great Mahou Daisakusen Original Soundtrack;Atsuhiro Motoyama;n/a
Ganbare! Golf Boys Original Soundtracks;Atsuhiro Motoyama;n/a
Kick Ball Original Soundtracks;Atsuhiro Motoyama;n/a
L-dis Best Soundtracks;Atsuhiro Motoyama;n/a
After Burst Original Soundtracks;Atsuhiro Motoyama;n/a
Umihara Kawase Soundtrack;Atsuhiro Motoyama;n/a
Space Invaders Get Even Original Sound Tracks;Atsuhiro Motoyama;n/a
Mahou Daisakusen Original Soundtrack;Atsuhiro Motoyama;n/a
Sayonara Umiharakawase;Atsuhiro Motoyama;n/a
Johnny Montana;Austin Wintory;1984-09-09
Mr. Sadman;Austin Wintory;1984-09-09
Captain Abu Raed;Austin Wintory;1984-09-09
If You Could Have;Austin Wintory;1984-09-09
Serpent And The Sun;Austin Wintory;1984-09-09
Back Soon;Austin Wintory;1984-09-09
Knuckle Draggers;Austin Wintory;1984-09-09
Print;Austin Wintory;1984-09-09
Grace;Austin Wintory;1984-09-09
Live Evil;Austin Wintory;1984-09-09
3-day Weekend;Austin Wintory;1984-09-09
The Acquirer;Austin Wintory;1984-09-09
Tk's Corner;Austin Wintory;1984-09-09
Hubristic;Austin Wintory;1984-09-09
A Little Help;Austin Wintory;1984-09-09
The Sunset Sky;Austin Wintory;1984-09-09
The River Why;Austin Wintory;1984-09-09
The Echo Game;Austin Wintory;1984-09-09
Make The Yuletide Gay;Austin Wintory;1984-09-09
A Beautiful Game;Austin Wintory;1984-09-09
Leave;Austin Wintory;1984-09-09
Playing House;Austin Wintory;1984-09-09
Majid;Austin Wintory;1984-09-09
Workshop;Austin Wintory;1984-09-09
Let The Game Begin;Austin Wintory;1984-09-09
The Incredible Adventures Of Jojo;Austin Wintory;1984-09-09
Remnants;Austin Wintory;1984-09-09
Home Run Showdown;Austin Wintory;1984-09-09
The Grief Tourist;Austin Wintory;1984-09-09
Junction;Austin Wintory;1984-09-09
Strangely In Love;Austin Wintory;1984-09-09
Inverse;Austin Wintory;1984-09-09
Targeting;Austin Wintory;1984-09-09
The War Around Us;Austin Wintory;1984-09-09
It's A Disaster;Austin Wintory;1984-09-09
Lost On Purpose;Austin Wintory;1984-09-09
Aftermath;Austin Wintory;1984-09-09
Dark Summer;Austin Wintory;1984-09-09
The Last Movie Star;Austin Wintory;1984-09-09
Bullet Head;Austin Wintory;1984-09-09
Dark Fusion;Ben Daglish;1966-07-31
Deflektor;Ben Daglish;1966-07-31
H.A.T.E. - Hostile All Terrain Encounter;Ben Daglish;1966-07-31
Mask;Ben Daglish;1966-07-31
Mask Ii;Ben Daglish;1966-07-31
Masters Of The Universe (les Maitres De L'univers);Ben Daglish;1966-07-31
North Star;Ben Daglish;1966-07-31
Skate Crazy;Ben Daglish;1966-07-31
Supercars;Ben Daglish;1966-07-31
Switch Blade;Ben Daglish;1966-07-31
Terramex Cosmic Relief: Prof. Renegade To The Rescue;Ben Daglish;1966-07-31
The Real Stunt Experts;Ben Daglish;1966-07-31
Thing Bounces Back;Ben Daglish;1966-07-31
3d Galax;Ben Daglish;1966-07-31
Action Fighter;Ben Daglish;1966-07-31
Artura;Ben Daglish;1966-07-31
Axel's Magic Hammer;Ben Daglish;1966-07-31
Blasteroids;Ben Daglish;1966-07-31
Butcher Hill;Ben Daglish;1966-07-31
California Games;Ben Daglish;1966-07-31
Captain America - Defies The Doom Tube;Ben Daglish;1966-07-31
Chase H.Q.;Ben Daglish;1966-07-31
Chubby Gristle;Ben Daglish;1966-07-31
Continental Circus;Ben Daglish;1966-07-31
Cosmic Relief;Ben Daglish;1966-07-31
Dark Fusion;Ben Daglish;1966-07-31
Deflektor;Ben Daglish;1966-07-31
Dynamite Dux;Ben Daglish;1966-07-31
Foft - Federation Of Free Traders;Ben Daglish;1966-07-31
Footballer Of The Year 2;Ben Daglish;1966-07-31
Gary Lineker's Hot Shots;Ben Daglish;1966-07-31
Greg Norman's Ultimate Golf;Ben Daglish;1966-07-31
Hot Rod;Ben Daglish;1966-07-31
John Lowe's Ultimate Darts;Ben Daglish;1966-07-31
Kingmaker;Ben Daglish;1966-07-31
Legends Of Valour;Ben Daglish;1966-07-31
Lotus Esprit Turbo Challenge;Ben Daglish;1966-07-31
Masters Of The Universe;Ben Daglish;1966-07-31
Mickey Mouse: The Computer Game;Ben Daglish;1966-07-31
Monty Python's Flying Circus;Ben Daglish;1966-07-31
Motor Massacre;Ben Daglish;1966-07-31
Motorhead;Ben Daglish;1966-07-31
North Star;Ben Daglish;1966-07-31
Pac-mania;Ben Daglish;1966-07-31
Passing Shot;Ben Daglish;1966-07-31
Prison;Ben Daglish;1966-07-31
Rick Dangerous;Ben Daglish;1966-07-31
Rick Dangerous 2;Ben Daglish;1966-07-31
Road Raider;Ben Daglish;1966-07-31
Saint & Greavsie;Ben Daglish;1966-07-31
Skidz;Ben Daglish;1966-07-31
Super Cars;Ben Daglish;1966-07-31
Super Scramble Simulator;Ben Daglish;1966-07-31
Switchblade;Ben Daglish;1966-07-31
Terramex;Ben Daglish;1966-07-31
The Flintstones;Ben Daglish;1966-07-31
The Munsters;Ben Daglish;1966-07-31
The Running Man;Ben Daglish;1966-07-31
Thunderbirds;Ben Daglish;1966-07-31
Wizard Warz;Ben Daglish;1966-07-31
Xybots;Ben Daglish;1966-07-31
720 degrees;Ben Daglish;1966-07-31
Ark Pandora;Ben Daglish;1966-07-31
Alternative World Games;Ben Daglish;1966-07-31
Artura;Ben Daglish;1966-07-31
Auf Wiedersehen Monty;Ben Daglish;1966-07-31
Avenger;Ben Daglish;1966-07-31
Biggles;Ben Daglish;1966-07-31
Blasteroids;Ben Daglish;1966-07-31
Blood Brothers;Ben Daglish;1966-07-31
Blood Valley;Ben Daglish;1966-07-31
Bobby Bearing;Ben Daglish;1966-07-31
Bulldog;Ben Daglish;1966-07-31
Bombo;Ben Daglish;1966-07-31
Challenge Of The Gobots;Ben Daglish;1966-07-31
Chubby Gristle;Ben Daglish;1966-07-31
Cobra;Ben Daglish;1966-07-31
Dark Fusion;Ben Daglish;1966-07-31
Death Wish 3;Ben Daglish;1966-07-31
Defenders Of The Earth;Ben Daglish;1966-07-31
Deflektor;Ben Daglish;1966-07-31
Dogfight 2187;Ben Daglish;1966-07-31
Firelord;Ben Daglish;1966-07-31
Footballer Of The Year;Ben Daglish;1966-07-31
Footballer Of The Year 2;Ben Daglish;1966-07-31
Future Knight;Ben Daglish;1966-07-31
Future Knight Ii;Ben Daglish;1966-07-31
Gary Lineker's Hot Shot;Ben Daglish;1966-07-31
Gary Lineker's Super Skills;Ben Daglish;1966-07-31
Gauntlet;Ben Daglish;1966-07-31
Gauntlet Ii;Ben Daglish;1966-07-31
Greg Norman's Ultimate Golf;Ben Daglish;1966-07-31
Hades Nebula;Ben Daglish;1966-07-31
Harvey Headbanger;Ben Daglish;1966-07-31
He-man And The Masters Of The Universe;Ben Daglish;1966-07-31
Heroes Of The Lance;Ben Daglish;1966-07-31
Jack The Nipper;Ben Daglish;1966-07-31
Jack The Nipper Ii;Ben Daglish;1966-07-31
Kettle;Ben Daglish;1966-07-31
Killer-ring;Ben Daglish;1966-07-31
Krakout;Ben Daglish;1966-07-31
L.O.C.O.;Ben Daglish;1966-07-31
Mask Iii - Venom Strikes Back;Ben Daglish;1966-07-31
Mickey Mouse;Ben Daglish;1966-07-31
Mountie Mick's Death Ride;Ben Daglish;1966-07-31
Munsters;Ben Daglish;1966-07-31
Northstar;Ben Daglish;1966-07-31
Olli And Lissa;Ben Daglish;1966-07-31
Pac-mania;Ben Daglish;1966-07-31
Percy The Potty Pigeon;Ben Daglish;1966-07-31
Potty Pidgeon;Ben Daglish;1966-07-31
Pub Games;Ben Daglish;1966-07-31
Re-bounder;Ben Daglish;1966-07-31
Real Stunt Experts;Ben Daglish;1966-07-31
Return Of The Mutant Camels;Ben Daglish;1966-07-31
Skate Crazy;Ben Daglish;1966-07-31
Skaterock;Ben Daglish;1966-07-31
Super Cars;Ben Daglish;1966-07-31
Supersports;Ben Daglish;1966-07-31
Switchblade;Ben Daglish;1966-07-31
Technocop;Ben Daglish;1966-07-31
They Stole A Million;Ben Daglish;1966-07-31
Thing Bounces Back;Ben Daglish;1966-07-31
Terramex;Ben Daglish;1966-07-31
The Flintstones;Ben Daglish;1966-07-31
The Last Ninja;Ben Daglish;1966-07-31
Trap;Ben Daglish;1966-07-31
Vikings;Ben Daglish;1966-07-31
Way Of The Tiger;Ben Daglish;1966-07-31
William Wobbler;Ben Daglish;1966-07-31
Wizard Warz;Ben Daglish;1966-07-31
Zarjaz;Ben Daglish;1966-07-31
Artura;Ben Daglish;1966-07-31
Chubby Gristle;Ben Daglish;1966-07-31
Deflektor;Ben Daglish;1966-07-31
Federation Of Free Traders;Ben Daglish;1966-07-31
Pac-mania;Ben Daglish;1966-07-31
Switchblade;Ben Daglish;1966-07-31
Corporation;Ben Daglish;1966-07-31
Artura;Ben Daglish;1966-07-31
Auf Wiedersehen Monty;Ben Daglish;1966-07-31
Avenger;Ben Daglish;1966-07-31
Blasteroids;Ben Daglish;1966-07-31
Blood Brothers;Ben Daglish;1966-07-31
Blood Valley;Ben Daglish;1966-07-31
Butcher Hill;Ben Daglish;1966-07-31
Challenge Of The Gobots;Ben Daglish;1966-07-31
Chubby Gristle;Ben Daglish;1966-07-31
Dark Fusion;Ben Daglish;1966-07-31
Death Wish 3;Ben Daglish;1966-07-31
Deflektor;Ben Daglish;1966-07-31
The Flintstones;Ben Daglish;1966-07-31
Footballer Of The Year;Ben Daglish;1966-07-31
Future Knight;Ben Daglish;1966-07-31
Gary Lineker's Hot Shots;Ben Daglish;1966-07-31
Gary Lineker's Super Skills;Ben Daglish;1966-07-31
Gauntlet 2;Ben Daglish;1966-07-31
H.A.T.E. - Hostile All Terrain Encounter;Ben Daglish;1966-07-31
Jack The Nipper 2: In Coconut Capers;Ben Daglish;1966-07-31
Krakout;Ben Daglish;1966-07-31
Mask 1;Ben Daglish;1966-07-31
Mask 2;Ben Daglish;1966-07-31
Mask Iii: Venom Strikes Back;Ben Daglish;1966-07-31
Masters Of The Universe;Ben Daglish;1966-07-31
Mickey Mouse;Ben Daglish;1966-07-31
Moley Christmas;Ben Daglish;1966-07-31
Motor Massacre;Ben Daglish;1966-07-31
Mountie Mick's Death Ride;Ben Daglish;1966-07-31
North Star;Ben Daglish;1966-07-31
Pacmania;Ben Daglish;1966-07-31
The Real Stunt Experts;Ben Daglish;1966-07-31
Skate Crazy;Ben Daglish;1966-07-31
Super Scramble Simulator;Ben Daglish;1966-07-31
Super Sports;Ben Daglish;1966-07-31
Switchblade;Ben Daglish;1966-07-31
Techno Cop;Ben Daglish;1966-07-31
Terramex;Ben Daglish;1966-07-31
Thing Bounces Back;Ben Daglish;1966-07-31
Trap (128k);Ben Daglish;1966-07-31
Wizard Wars;Ben Daglish;1966-07-31
Lineage Ii: The Chaotic Chronicle;Bill Brown;n/a
Return To Castle Wolfenstein: Tides Of War;Bill Brown;n/a
Command And Conquer: Generals;Bill Brown;n/a
Ali;Bill Brown;n/a
Any Given Sunday;Bill Brown;n/a
Hercules: The Legendary Journeys;Bill Brown;n/a
In The Presence Of Mine Enemies;Bill Brown;n/a
Quake Ii;Bill Brown;n/a
Trespasser;Bill Brown;n/a
Tom Clancy's Rainbow Six;Bill Brown;n/a
Tom Clancy's Rainbow Six: Rogue Spear;Bill Brown;n/a
Disney's Villains' Revenge;Bill Brown;n/a
Timeline;Bill Brown;n/a
Shadow Watch;Bill Brown;n/a
Return To Castle Wolfenstein;Bill Brown;n/a
Clive Barker's Undying;Bill Brown;n/a
Anachronox;Bill Brown;n/a
Tom Clancy's Ghost Recon;Bill Brown;n/a
Tom Clancy's Rainbow Six: Black Thorn;Bill Brown;n/a
The Sum Of All Fears;Bill Brown;n/a
Tom Clancy's Ghost Recon: Island Thunder;Bill Brown;n/a
Tom Clancy's Ghost Recon 2;Bill Brown;n/a
Command & Conquer: Generals;Bill Brown;n/a
Command & Conquer: Generals Zero Hour;Bill Brown;n/a
Lineage Ii: The Chaotic Chronicle;Bill Brown;n/a
Tom Clancy's Rainbow Six 3: Raven Shield;Bill Brown;n/a
Wolfenstein: Enemy Territory;Bill Brown;n/a
Tom Clancy's Ghost Recon: Jungle Storm;Bill Brown;n/a
Tom Clancy's Rainbow Six: Lockdown;Bill Brown;n/a
The Incredible Hulk: Ultimate Destruction;Bill Brown;n/a
Command & Conquer: The First Decade;Bill Brown;n/a
Tom Clancy's Rainbow Six: Critical Hour;Bill Brown;n/a
Enemy Territory: Quake Wars;Bill Brown;n/a
Wolfenstein;Bill Brown;n/a
War Of The Angels;Bill Brown;n/a
Any Given Sunday;Bill Brown;n/a
Ali;Bill Brown;n/a
Behind Enemy Lines: The Making Of Return To Castle Wolfenstein;Bill Brown;n/a
Scorcher;Bill Brown;n/a
Evil Deeds;Bill Brown;n/a
Lady Death;Bill Brown;n/a
Rushlights;Bill Brown;n/a
Trapped;Bill Brown;n/a
Csi: Ny;Bill Brown;n/a
Whodunnit?;Bill Brown;n/a
Fire!;Brian L. Schmidt;1962-09-11
Big Guns;Brian L. Schmidt;1962-09-11
Space Station: Pinball Rendezvous;Brian L. Schmidt;1962-09-11
Banzai Run;Brian L. Schmidt;1962-09-11
Swords Of Fury;Brian L. Schmidt;1962-09-11
Black Knight 2000;Brian L. Schmidt;1962-09-11
Back To The Future: The Pinball;Brian L. Schmidt;1962-09-11
The Simpsons;Brian L. Schmidt;1962-09-11
Checkpoint;Brian L. Schmidt;1962-09-11
Teenage Mutant Ninja Turtles;Brian L. Schmidt;1962-09-11
Batman;Brian L. Schmidt;1962-09-11
Star Trek: 25th Anniversary;Brian L. Schmidt;1962-09-11
Hook;Brian L. Schmidt;1962-09-11
Lethal Weapon 3;Brian L. Schmidt;1962-09-11
Star Wars;Brian L. Schmidt;1962-09-11
Rocky & Bullwinkle;Brian L. Schmidt;1962-09-11
Jurassic Park;Brian L. Schmidt;1962-09-11
Last Action Hero;Brian L. Schmidt;1962-09-11
Tales From The Crypt;Brian L. Schmidt;1962-09-11
The Who's Tommy: Pinball Wizard;Brian L. Schmidt;1962-09-11
Wwf Royal Rumble;Brian L. Schmidt;1962-09-11
Guns N' Roses;Brian L. Schmidt;1962-09-11
Maverick;Brian L. Schmidt;1962-09-11
Aaron Spelling Custom Pinball;Brian L. Schmidt;1962-09-11
Mary Shelley's Frankenstein;Brian L. Schmidt;1962-09-11
Baywatch;Brian L. Schmidt;1962-09-11
Batman Forever;Brian L. Schmidt;1962-09-11
Apollo 13;Brian L. Schmidt;1962-09-11
Goldeneye;Brian L. Schmidt;1962-09-11
Mini-viper;Brian L. Schmidt;1962-09-11
Independence Day;Brian L. Schmidt;1962-09-11
Twister;Brian L. Schmidt;1962-09-11
Space Jam;Brian L. Schmidt;1962-09-11
The Lost World: Jurassic Park;Brian L. Schmidt;1962-09-11
Star Wars Trilogy;Brian L. Schmidt;1962-09-11
The X-files;Brian L. Schmidt;1962-09-11
Starship Troopers;Brian L. Schmidt;1962-09-11
Lost In Space;Brian L. Schmidt;1962-09-11
Mutant Football League;Brian L. Schmidt;1962-09-11
Narc;Brian L. Schmidt;1962-09-11
Tattoo Assassins;Brian L. Schmidt;1962-09-11
Crue Ball;Brian L. Schmidt;1962-09-11
Desert Strike: Return To The Gulf;Brian L. Schmidt;1962-09-11
Jungle Strike;Brian L. Schmidt;1962-09-11
Mutant League Football;Brian L. Schmidt;1962-09-11
Nba Live 97;Brian L. Schmidt;1962-09-11
Super Baseball 2020;Brian L. Schmidt;1962-09-11
Weaponlord;Brian L. Schmidt;1962-09-11
World Heroes;Brian L. Schmidt;1962-09-11
Zoop;Brian L. Schmidt;1962-09-11
Congo;Brian L. Schmidt;1962-09-11
Star Trek: Starfleet Academy Starship Bridge Simulator;Brian L. Schmidt;1962-09-11
Madden Nfl '94;Brian L. Schmidt;1962-09-11
Madden Nfl '95;Brian L. Schmidt;1962-09-11
Madden Nfl '97;Brian L. Schmidt;1962-09-11
Mechwarrior 3050;Brian L. Schmidt;1962-09-11
Nba Live 97;Brian L. Schmidt;1962-09-11
Weaponlord;Brian L. Schmidt;1962-09-11
Nhl '96;Brian L. Schmidt;1962-09-11
Minecraft - Volume Alpha;C418;1989-05-09
72 Minutes Of Fame;C418;1989-05-09
One;C418;1989-05-09
Minecraft - Volume Beta;C418;1989-05-09
148;C418;1989-05-09
Dief;C418;1989-05-09
Excursions;C418;1989-05-09
Minecraft;C418;1989-05-09
Caller's Bane;C418;1989-05-09
Minecraft: Story Mode;C418;1989-05-09
Crown And Council;C418;1989-05-09
Cobalt;C418;1989-05-09
Wasd;C418;1989-05-09
Minicraft;C418;1989-05-09
0x10;C418;1989-05-09
C;C418;1989-05-09
Minecraft Earth;C418;1989-05-09
Calling All Dawns;Christopher Tin;1976-05-21
The Drop That Contained The Sea;Christopher Tin;1976-05-21
To Shiver The Sky;Christopher Tin;1976-05-21
Baba Yetu;Christopher Tin;1976-05-21
Kia Hora Te Marino;Christopher Tin;1976-05-21
Mado Kara Mieru;Christopher Tin;1976-05-21
Temen Oblak;Christopher Tin;1976-05-21
Iza Ngomso;Christopher Tin;1976-05-21
Sogno Di Volare;Christopher Tin;1976-05-21
Silver Wing;Christopher Tin;1976-05-21
Adain Can;Christopher Tin;1976-05-21
Passou O Verao;Christopher Tin;1976-05-21
Shinobu Vs. Ghost Warrior;Christopher Tin;1976-05-21
Lacrymosa;Christopher Tin;1976-05-21
Nocturne No. 2;Christopher Tin;1976-05-21
Offworld Trading Company;Christopher Tin;1976-05-21
Karateka;Christopher Tin;1976-05-21
Quik And Silva;Chris Huelsbeck;1968-03-02
Shades;Chris Huelsbeck;1968-03-02
To Be On Top;Chris Huelsbeck;1968-03-02
Apidya;Chris Huelsbeck;1968-03-02
Turrican;Chris Huelsbeck;1968-03-02
Soundtrack;Chris Huelsbeck;1968-03-02
Native Vision - Easy Life;Chris Huelsbeck;1968-03-02
Rainbows;Chris Huelsbeck;1968-03-02
Super Turrican 2;Chris Huelsbeck;1968-03-02
Sound Factory;Chris Huelsbeck;1968-03-02
Tunnel B1;Chris Huelsbeck;1968-03-02
Soundtrack;Chris Huelsbeck;1968-03-02
Extreme Assault;Chris Huelsbeck;1968-03-02
Peanuts Feat. Doc. Schneider - Leben Betrugt;Chris Huelsbeck;1968-03-02
Bridge From The Past To The Future;Chris Huelsbeck;1968-03-02
Collage;Chris Huelsbeck;1968-03-02
Merregnon;Chris Huelsbeck;1968-03-02
Soundtrack, Volume 1;Chris Huelsbeck;1968-03-02
Chris Hulsbeck In The Mix;Chris Huelsbeck;1968-03-02
Merregnon Soundtrack, Volume 2;Chris Huelsbeck;1968-03-02
Number Nine;Chris Huelsbeck;1968-03-02
Symphonic Shades;Chris Huelsbeck;1968-03-02
Turrican;Chris Huelsbeck;1968-03-02
Soundtrack Anthology (volumes 1-4);Chris Huelsbeck;1968-03-02
The Piano Collection;Chris Huelsbeck;1968-03-02
25 Years - Turrican Ii The Orchestral Album By Chris Huelsbeck;Chris Huelsbeck;1968-03-02
Apidya;Chris Huelsbeck;1968-03-02
Apprentice;Chris Huelsbeck;1968-03-02
Battle Isle;Chris Huelsbeck;1968-03-02
The Baby Of Can Guru;Chris Huelsbeck;1968-03-02
Dulcedo Cogitationis;Chris Huelsbeck;1968-03-02
The Great Giana Sisters;Chris Huelsbeck;1968-03-02
Hard 'n' Heavy;Chris Huelsbeck;1968-03-02
Jim Power In Mutant Planet;Chris Huelsbeck;1968-03-02
Jim Power: The Lost Dimension In 3-d;Chris Huelsbeck;1968-03-02
R-type;Chris Huelsbeck;1968-03-02
Starball;Chris Huelsbeck;1968-03-02
Shades;Chris Huelsbeck;1968-03-02
To Be On Top;Chris Huelsbeck;1968-03-02
Turrican;Chris Huelsbeck;1968-03-02
M.U.D.S. - Mean Ugly Dirty Sport;Chris Huelsbeck;1968-03-02
X-out;Chris Huelsbeck;1968-03-02
Z-out;Chris Huelsbeck;1968-03-02
Adrift In A Cobalt Eternity;Chris Huelsbeck;1968-03-02
Star Wars: Rogue Squadron;Chris Huelsbeck;1968-03-02
Bubsy: The Woolies Strike Back;Chris Huelsbeck;1968-03-02
Zombiesmash!;Chris Huelsbeck;1968-03-02
Giana Sisters: Twisted Dreams;Chris Huelsbeck;1968-03-02
Doctor Who: Legacy;Chris Huelsbeck;1968-03-02
The Attraction To All Things Uncertain;Chris Vrenna;1967-02-23
2 A.M. Wakeup Call;Chris Vrenna;1967-02-23
Call The Time Eternity;Chris Vrenna;1967-02-23
Portrait Of An American Family;Chris Vrenna;1967-02-23
Antichrist Superstar;Chris Vrenna;1967-02-23
Mechanical Animals;Chris Vrenna;1967-02-23
Holy Wood (in The Shadow Of The Valley Of Death);Chris Vrenna;1967-02-23
The Golden Age Of Grotesque;Chris Vrenna;1967-02-23
Eat Me, Drink Me;Chris Vrenna;1967-02-23
The High End Of Low;Chris Vrenna;1967-02-23
Born Villain;Chris Vrenna;1967-02-23
The Pale Emperor;Chris Vrenna;1967-02-23
Heaven Upside Down;Chris Vrenna;1967-02-23
The Last Tour On Earth;Chris Vrenna;1967-02-23
Lunch Boxes & Choklit Cows;Chris Vrenna;1967-02-23
Lest We Forget: The Best Of;Chris Vrenna;1967-02-23
Lost & Found;Chris Vrenna;1967-02-23
Smells Like Children;Chris Vrenna;1967-02-23
Remix & Repent;Chris Vrenna;1967-02-23
Dead To The World;Chris Vrenna;1967-02-23
God Is In The T.V.;Chris Vrenna;1967-02-23
Guns, God And Government;Chris Vrenna;1967-02-23
The Long Hard Road Out Of Hell;Chris Vrenna;1967-02-23
Holy Wood;Chris Vrenna;1967-02-23
Genealogies Of Pain;Chris Vrenna;1967-02-23
Campaign;Chris Vrenna;1967-02-23
Doppelherz;Chris Vrenna;1967-02-23
Born Villain;Chris Vrenna;1967-02-23
The Manson Family Album;Chris Vrenna;1967-02-23
Pretty Hate Machine;Chris Vrenna;1967-02-23
The Downward Spiral;Chris Vrenna;1967-02-23
The Fragile;Chris Vrenna;1967-02-23
With Teeth;Chris Vrenna;1967-02-23
Year Zero;Chris Vrenna;1967-02-23
Ghosts I-iv;Chris Vrenna;1967-02-23
The Slip;Chris Vrenna;1967-02-23
Hesitation Marks;Chris Vrenna;1967-02-23
Bad Witch;Chris Vrenna;1967-02-23
Broken;Chris Vrenna;1967-02-23
Fixed;Chris Vrenna;1967-02-23
Live 2013 Ep;Chris Vrenna;1967-02-23
Remix 2014 Ep;Chris Vrenna;1967-02-23
Not The Actual Events;Chris Vrenna;1967-02-23
Add Violence;Chris Vrenna;1967-02-23
Closure;Chris Vrenna;1967-02-23
And All That Could Have Been;Chris Vrenna;1967-02-23
Beside You In Time;Chris Vrenna;1967-02-23
Further Down The Spiral;Chris Vrenna;1967-02-23
Things Falling Apart;Chris Vrenna;1967-02-23
Year Zero Remixed;Chris Vrenna;1967-02-23
Halo I-iv;Chris Vrenna;1967-02-23
Lights In The Sky: Over North America 2008 Tour Sampler;Chris Vrenna;1967-02-23
Ninja 2009 Tour Sampler;Chris Vrenna;1967-02-23
The Fragile: Deviations 1;Chris Vrenna;1967-02-23
Quake;Chris Vrenna;1967-02-23
Year Zero;Chris Vrenna;1967-02-23
Nine Inch Nails Revenge;Chris Vrenna;1967-02-23
Natural Born Killers;Chris Vrenna;1967-02-23
